iter	Passed	Remaining
1660	110451	22542
1661	110514	22475
1662	110590	22410
1663	110653	22343
1664	110712	22275
1665	110769	22207
1666	110823	22138
1667	110893	22072
1668	110965	22006
1669	111036	21941
1670	111107	21875
1671	111168	21808
1672	111243	21743
1673	111307	21676
1674	111370	21609
1675	111435	21542
1676	111497	21475
1677	111565	21408
1678	111630	21342
1679	111693	21274
1680	111760	21208
1681	111822	21141
1682	111888	21074
1683	111948	21006
1684	112014	20940
1685	112070	20871
1686	112133	20804
1687	112194	20737
1688	112258	20670
1689	112320	20603
1690	112381	20535
1691	112447	20469
1692	112509	20401
1693	112566	20333
1694	112622	20265
1695	112678	20197
1696	112734	20128
1697	112798	20061
1698	112859	19994
1699	112926	19928
1700	112987	19860
1701	113050	19793
1702	113108	19725
1703	113171	19658
1704	113225	19590
1705	113286	19523
1706	113348	19455
1707	113416	19389
1708	113472	19321
1709	113530	19253
1710	113589	19186
1711	113642	19117
1712	113695	19048
1713	113760	18982
1714	113817	18914
1715	113874	18846
1716	113936	18779
1717	113995	18711
1718	114056	18644
1719	114109	18576
1720	114167	18508
1721	114233	18441
1722	114297	18375
1723	114361	18308
1724	114425	18241
1725	114479	18173
1726	114538	18106
1727	114595	18038
1728	114649	17969
1729	114703	17901
1730	114766	17834
1731	114825	17767
1732	114892	17701
1733	114949	17633
1734	115010	17566
1735	115077	17500
1736	115140	17433
1737	115205	17367
1738	115262	17299
1739	115314	17230
1740	115380	17164
1741	115441	17097
1742	115513	17032
1743	115573	16964
1744	115641	16898
1745	115712	16833
1746	115772	16766
1747	115839	16699
1748	115907	16633
1749	115963	16566
1750	116015	16497
1751	116084	16432
1752	116152	16366
1753	116221	16300
1754	116281	16233
1755	116337	16165
1756	116400	16098
1757	116459	16031
1758	116519	15964
1759	116576	15896
1760	116644	15830
1761	116703	15763
1762	116762	15696
1763	116827	15629
1764	116889	15563
1765	116955	15496
1766	117026	15431
1767	117086	15364
1768	117153	15298
1769	117213	15231
1770	117278	15164
1771	117339	15097
1772	117398	15030
1773	117460	14964
1774	117532	14898
1775	117599	14832
1776	117656	14765
1777	117747	14701
1778	117808	14634
1779	117862	14567
1780	117921	14500
1781	117980	14433
1782	118050	14367
1783	118111	14300
1784	118170	14233
1785	118236	14167
1786	118308	14101
1787	118371	14035
1788	118435	13968
1789	118497	13901
1790	118567	13836
1791	118633	13769
1792	118694	13703
1793	118757	13636
1794	118818	13569
1795	118878	13502
1796	118936	13435
1797	118999	13369
1798	119059	13302
1799	119119	13235
1800	119180	13168
1801	119244	13102
1802	119300	13035
1803	119359	12968
1804	119425	12901
1805	119501	12836
1806	119568	12770
1807	119632	12704
1808	119697	12637
1809	119763	12571
1810	119824	12505
1811	119886	12438
1812	119950	12372
1813	120011	12305
1814	120065	12238
1815	120126	12171
1816	120181	12104
1817	120233	12036
1818	120295	11970
1819	120356	11903
1820	120418	11836
1821	120483	11770
1822	120550	11704
1823	120610	11637
1824	120672	11571
1825	120742	11505
1826	120797	11438
1827	120852	11371
1828	120917	11305
1829	120972	11237
1830	121038	11171
1831	121106	11105
1832	121159	11038
1833	121214	10971
1834	121281	10905
1835	121338	10838
1836	121401	10772
1837	121464	10705
1838	121523	10639
1839	121586	10572
1840	121648	10506
1841	121712	10440
1842	121778	10373
1843	121846	10308
1844	121907	10241
1845	121967	10174
1846	122023	10108
1847	122085	10041
1848	122142	9974
1849	122201	9908
1850	122252	9840
1851	122303	9773
1852	122368	9707
1853	122434	9641
1854	122493	9574
1855	122544	9507
1856	122599	9440
1857	122651	9373
1858	122705	9306
1859	122764	9240
1860	122819	9173
1861	122870	9106
1862	122922	9039
1863	122973	8972
1864	123027	8905
1865	123081	8838
1866	123146	8772
1867	123203	8706
1868	123261	8639
1869	123318	8572
1870	123375	8506
1871	123430	8439
1872	123484	8372
1873	123544	8306
1874	123600	8240
1875	123663	8173
1876	123719	8107
1877	123776	8040
1878	123835	7974
1879	123889	7907
1880	123951	7841
1881	124014	7775
1882	124068	7708
1883	124123	7642
1884	124182	7576
1885	124236	7509
1886	124301	7443
1887	124362	7377
1888	124414	7310
1889	124472	7244
1890	124529	7178
1891	124592	7112
1892	124649	7045
1893	124708	6979
1894	124770	6913
1895	124825	6846
1896	124891	6781
1897	124962	6715
1898	125019	6649
1899	125076	6582
1900	125138	6516
1901	125198	6450
1902	125258	6384
1903	125313	6318
1904	125371	6252
1905	125435	6186
1906	125495	6120
1907	125557	6054
1908	125612	5987
1909	125673	5921
1910	125735	5855
1911	125796	5789
1912	125862	5724
1913	125924	5658
1914	125989	5592
1915	126052	5526
1916	126110	5460
1917	126175	5394
1918	126240	5328
1919	126301	5262
1920	126371	5196
1921	126435	5131
1922	126497	5065
1923	126561	4999
1924	126628	4933
1925	126690	4867
1926	126755	4801
1927	126824	4736
1928	126891	4670
1929	126953	4604
1930	127012	4538
1931	127075	4472
1932	127129	4406
1933	127195	4340
1934	127256	4274
1935	127311	4208
1936	127366	4142
1937	127423	4076
1938	127481	4010
1939	127541	3944
1940	127602	3878
1941	127664	3812
1942	127718	3746
1943	127779	3680
1944	127837	3614
1945	127898	3549
1946	127952	3483
1947	128017	3417
1948	128079	3351
1949	128142	3285
1950	128203	3219
1951	128266	3154
1952	128320	3088
1953	128372	3022
1954	128423	2956
1955	128484	2890
1956	128549	2824
1957	128613	2758
1958	128674	2693
1959	128728	2627
1960	128788	2561
1961	128851	2495
1962	128905	2429
1963	128966	2363
1964	129021	2298
1965	129084	2232
1966	129142	2166
1967	129210	2100
1968	129270	2035
1969	129335	1969
1970	129395	1903
1971	129467	1838
1972	129522	1772
1973	129583	1706
1974	129647	1641
1975	129709	1575
1976	129776	1509
1977	129835	1444
1978	129898	1378
1979	129961	1312
1980	130021	1247
1981	130084	1181
1982	130150	1115
1983	130206	1050
1984	130260	984
1985	130321	918
1986	130379	853
1987	130443	787
1988	130509	721
1989	130570	656
1990	130628	590
1991	130697	524
1992	130771	459
1993	130834	393
1994	130908	328
1995	130973	262
1996	131036	196
1997	131099	131
1998	131167	65
1999	131222	0
